id_colaborador,nome,sexo_biologico,idade,cargo,nota_desempenho,remuneracao
INT000335,Pietro Santos,Masculino,36,Inteligência comercial,Bom,10654.24
INT000336,Pietro Costela,Masculino,53,Inteligência comercial,Bom,9852.78
INT000337,Liz Cavalcanti,Feminino,29,Inteligência comercial,Regular,9700.37
INT000338,Emilly Silva,Feminino,33,Inteligência comercial,Bom,8861.07
INT000339,Danilo Mendonça,Masculino,51,Inteligência comercial,Bom,10840.07
INT000340,Matteo da Mota,Masculino,33,Inteligência comercial,Excelente,11731.47
INT000341,Gustavo Ribeiro,Masculino,57,Inteligência comercial,Excelente,10736.53
INT000342,Emanuel Silveira,Masculino,57,Inteligência comercial,Regular,9356.0
INT000343,Yan Vasconcelos,Masculino,36,Inteligência comercial,Excelente,11767.52
INT000344,Samuel Caldeira,Masculino,31,Inteligência comercial,Excelente,11646.65
INT000345,Thales Ferreira,Masculino,44,Inteligência comercial,Bom,10086.4
INT000346,Manuella da Paz,Feminino,27,Inteligência comercial,Excelente,9982.72
INT000347,Bella Moraes,Feminino,25,Inteligência comercial,Excelente,10214.64
INT000348,Josué Freitas,Masculino,50,Inteligência comercial,Bom,11372.29
INT000349,Vitor Gabriel Moreira,Masculino,49,Inteligência comercial,Excelente,12508.91
INT000350,Emanuelly Aragão,Feminino,32,Inteligência comercial,Insuficiente,9144.53
INT000351,Renan Moura,Masculino,25,Inteligência comercial,Excelente,10406.36
INT000352,Gabriela Câmara,Feminino,25,Inteligência comercial,Regular,10249.38
INT000353,Maria Júlia Porto,Feminino,31,Inteligência comercial,Bom,10511.76
INT000354,Marcos Vinicius Mendonça,Masculino,32,Inteligência comercial,Regular,9217.38
INT000355,Nicolas Montenegro,Masculino,34,Inteligência comercial,Excelente,10304.81
INT000356,Eloá Jesus,Feminino,40,Inteligência comercial,Insuficiente,10086.49
INT000357,Isaque Melo,Masculino,44,Inteligência comercial,Insuficiente,9218.54
INT000358,Ágatha Gonçalves,Feminino,44,Inteligência comercial,Excelente,11703.36
INT000359,Gabrielly Mendonça,Feminino,25,Inteligência comercial,Excelente,9535.71
INT000360,Brenda Leão,Feminino,27,Inteligência comercial,Regular,8929.88
INT000361,Igor Barros,Masculino,45,Inteligência comercial,Insuficiente,10597.98
INT000362,Manuella Pacheco,Feminino,34,Inteligência comercial,Bom,8969.03
INT000363,Arthur Moreira,Masculino,52,Inteligência comercial,Bom,9394.95
INT000364,Enzo Gabriel Costela,Masculino,41,Inteligência comercial,Excelente,10417.0
INT000365,Lunna Nogueira,Feminino,48,Inteligência comercial,Bom,11316.77
INT000366,Nicolas Alves,Masculino,42,Inteligência comercial,Bom,11748.63
INT000367,Olivia Gonçalves,Feminino,41,Inteligência comercial,Bom,10591.6
INT000368,Gabrielly Aparecida,Feminino,27,Inteligência comercial,Excelente,10454.42
INT000369,Gael Albuquerque,Masculino,37,Inteligência comercial,Excelente,12770.02
INT000370,José Borges,Masculino,46,Inteligência comercial,Regular,10144.26
INT000371,Kevin Costa,Masculino,53,Inteligência comercial,Regular,10220.34
INT000372,Luan Costela,Masculino,44,Inteligência comercial,Bom,9404.93
INT000373,Eduardo Viana,Masculino,36,Inteligência comercial,Insuficiente,10277.02
INT000374,Liz Machado,Feminino,44,Inteligência comercial,Bom,9179.58
INT000375,João Gabriel Souza,Masculino,25,Inteligência comercial,Bom,12077.41
INT000376,Renan Costela,Masculino,25,Inteligência comercial,Regular,9695.11
INT000377,Mariane Oliveira,Feminino,37,Inteligência comercial,Regular,8522.41
INT000378,André da Rocha,Masculino,37,Inteligência comercial,Insuficiente,10792.43
INT000379,Camila Correia,Feminino,36,Inteligência comercial,Excelente,9400.92
INT000380,Gustavo Henrique Leão,Masculino,38,Inteligência comercial,Excelente,10035.65
INT000381,Isaque Jesus,Masculino,43,Inteligência comercial,Regular,9034.84
INT000382,Ana Sophia Araújo,Feminino,25,Inteligência comercial,Bom,10179.55
INT000383,Sofia Correia,Feminino,36,Inteligência comercial,Excelente,10999.81
INT000384,Heloisa Campos,Feminino,40,Inteligência comercial,Regular,10444.28
INT000385,Jade Sampaio,Feminino,42,Inteligência comercial,Bom,10961.61
INT000386,Mariah Rocha,Feminino,50,Inteligência comercial,Bom,10648.15
INT000387,Benjamin Cassiano,Masculino,39,Inteligência comercial,Bom,10380.15
INT000388,Benjamin Aparecida,Masculino,40,Inteligência comercial,Excelente,12499.99
INT000389,Maria Eduarda Campos,Feminino,25,Inteligência comercial,Excelente,9302.74
INT000390,Vitória Duarte,Feminino,25,Inteligência comercial,Bom,10274.33
INT000391,Aurora Leão,Feminino,28,Inteligência comercial,Bom,10066.6
INT000392,Raul Leão,Masculino,48,Inteligência comercial,Insuficiente,9208.45
INT000393,Yago da Mota,Masculino,31,Inteligência comercial,Excelente,12696.25
INT000394,Luara Costela,Feminino,38,Inteligência comercial,Insuficiente,8660.3
INT000395,Murilo Camargo,Masculino,37,Inteligência comercial,Bom,9160.72
INT000396,Isabelly Rezende,Feminino,28,Inteligência comercial,Bom,9109.49
INT000397,Eloah Ferreira,Feminino,32,Inteligência comercial,Bom,10362.47
INT000398,José Pedro das Neves,Masculino,33,Inteligência comercial,Bom,9190.03
INT000399,Ester Pinto,Feminino,26,Inteligência comercial,Regular,8818.64
INT000400,Larissa Aragão,Feminino,25,Inteligência comercial,Bom,9019.39
INT000401,Emanuel Caldeira,Masculino,35,Inteligência comercial,Regular,11175.71
INT000402,Sara Dias,Feminino,25,Inteligência comercial,Bom,9585.7
INT000403,Thales Carvalho,Masculino,32,Inteligência comercial,Regular,11761.78
INT000404,Gabrielly Souza,Feminino,34,Inteligência comercial,Regular,9235.11
INT000405,Arthur Miguel Câmara,Masculino,44,Inteligência comercial,Excelente,10714.04
INT000406,Ana Laura da Cruz,Feminino,32,Inteligência comercial,Insuficiente,8932.92
INT000407,Nathan Pimenta,Masculino,47,Inteligência comercial,Insuficiente,10014.13
INT000408,Anthony Gabriel Marques,Masculino,43,Inteligência comercial,Insuficiente,10121.91
INT000409,Ana Lívia Rezende,Feminino,27,Inteligência comercial,Excelente,9602.62
INT000410,Benjamim Montenegro,Masculino,32,Inteligência comercial,Insuficiente,9874.19
INT000411,Diego Sá,Masculino,40,Inteligência comercial,Insuficiente,8491.89
INT000412,Melina da Luz,Feminino,36,Inteligência comercial,Regular,9691.66
INT000413,Eloá Ribeiro,Feminino,44,Inteligência comercial,Regular,9138.12
INT000414,Esther Mendonça,Feminino,42,Inteligência comercial,Insuficiente,9689.08
INT000415,Laís Cirino,Feminino,25,Inteligência comercial,Insuficiente,7846.31
INT000416,Luiz Miguel Peixoto,Masculino,36,Inteligência comercial,Regular,9960.92
INT000417,Leonardo Rezende,Masculino,44,Inteligência comercial,Bom,11909.77
INT000418,Noah Andrade,Masculino,48,Inteligência comercial,Insuficiente,10304.32
INT000419,Maria Clara Santos,Feminino,39,Inteligência comercial,Excelente,11505.85
INT000420,Manuela Viana,Feminino,29,Inteligência comercial,Bom,8662.22
INT000421,Bruna Rocha,Feminino,25,Inteligência comercial,Insuficiente,9394.34
INT000422,Sabrina Fonseca,Feminino,25,Inteligência comercial,Insuficiente,8818.74
INT000423,Lucas Freitas,Masculino,40,Inteligência comercial,Insuficiente,9304.39
INT000424,Samuel Brito,Masculino,40,Inteligência comercial,Regular,10345.32
INT000425,Valentim Sales,Masculino,26,Inteligência comercial,Bom,10226.15
ASS000426,Pietro Azevedo,Masculino,37,Assistente de vendas,Regular,7797.96
ASS000427,Joaquim Santos,Masculino,43,Assistente de vendas,Regular,6505.19
ASS000428,Maria Eduarda Garcia,Feminino,18,Assistente de vendas,Bom,6194.15
ASS000429,Mathias Castro,Masculino,48,Assistente de vendas,Excelente,9130.1
ASS000430,Augusto Pastor,Masculino,33,Assistente de vendas,Insuficiente,7876.67
ASS000431,Vitor Hugo Câmara,Masculino,50,Assistente de vendas,Bom,8372.83
ASS000432,Vitória Pastor,Feminino,25,Assistente de vendas,Insuficiente,6345.06
ASS000433,Amanda Ferreira,Feminino,20,Assistente de vendas,Bom,6816.38
ASS000434,Henry das Neves,Masculino,32,Assistente de vendas,Insuficiente,6758.89
ASS000435,Pedro Miguel Farias,Masculino,36,Assistente de vendas,Excelente,7010.47
ASS000436,Maysa Machado,Feminino,26,Assistente de vendas,Excelente,7260.84
ASS000437,Luiz Otávio Sousa,Masculino,35,Assistente de vendas,Excelente,8441.03
ASS000438,Isabel Cunha,Feminino,33,Assistente de vendas,Excelente,7015.3
ASS000439,Maria Cecília Montenegro,Feminino,28,Assistente de vendas,Regular,6734.1
ASS000440,Calebe Câmara,Masculino,36,Assistente de vendas,Regular,6200.31
ASS000441,Cauã Brito,Masculino,20,Assistente de vendas,Insuficiente,7590.09
ASS000442,Maya da Mota,Feminino,34,Assistente de vendas,Bom,7287.55
ASS000443,Oliver Gomes,Masculino,36,Assistente de vendas,Regular,7032.13
ASS000444,Renan Cavalcante,Masculino,53,Assistente de vendas,Bom,6966.3
ASS000445,Ana Julia Siqueira,Feminino,21,Assistente de vendas,Insuficiente,5746.72
ASS000446,Heloísa Sousa,Feminino,18,Assistente de vendas,Bom,6865.27
ASS000447,Maria Sophia Fernandes,Feminino,36,Assistente de vendas,Excelente,6989.02
ASS000448,Isis Mendes,Feminino,33,Assistente de vendas,Excelente,6972.78
ASS000449,Vinícius Vieira,Masculino,27,Assistente de vendas,Regular,8678.24
ASS000450,Anthony Montenegro,Masculino,22,Assistente de vendas,Insuficiente,8112.29
ASS000451,Maria Laura Barbosa,Feminino,45,Assistente de vendas,Regular,6418.35
ASS000452,Fernanda Casa Grande,Feminino,44,Assistente de vendas,Regular,8183.57
ASS000453,Benjamin Pacheco,Masculino,18,Assistente de vendas,Regular,7711.23
ASS000454,Luísa Abreu,Feminino,25,Assistente de vendas,Insuficiente,7613.66
ASS000455,Ravi da Cunha,Masculino,54,Assistente de vendas,Excelente,6504.84
ASS000456,Igor Sá,Masculino,32,Assistente de vendas,Excelente,7206.01
ASS000457,Davi Barbosa,Masculino,32,Assistente de vendas,Regular,8665.62
ASS000458,Brayan Teixeira,Masculino,34,Assistente de vendas,Bom,6094.8
ASS000459,Bento Vargas,Masculino,26,Assistente de vendas,Excelente,7777.29
ASS000460,Ravy Vieira,Masculino,20,Assistente de vendas,Excelente,9059.97
ASS000461,Joaquim Cardoso,Masculino,48,Assistente de vendas,Insuficiente,8014.77
ASS000462,Eduarda Nascimento,Feminino,18,Assistente de vendas,Excelente,7550.43
ASS000463,Heloísa das Neves,Feminino,32,Assistente de vendas,Excelente,7909.31
ASS000464,Julia Costela,Feminino,39,Assistente de vendas,Regular,6082.91
ASS000465,Manuela Ribeiro,Feminino,18,Assistente de vendas,Regular,6066.67
ASS000466,Gabriel Mendes,Masculino,28,Assistente de vendas,Insuficiente,6599.05
ASS000467,Erick da Rosa,Masculino,49,Assistente de vendas,Insuficiente,7034.51
ASS000468,Milena Vargas,Feminino,35,Assistente de vendas,Bom,7445.96
ASS000469,José Miguel Araújo,Masculino,31,Assistente de vendas,Excelente,8650.04
ASS000470,Clara Gonçalves,Feminino,42,Assistente de vendas,Regular,7139.47
ASS000471,Emanuel Teixeira,Masculino,49,Assistente de vendas,Regular,6735.53
ASS000472,Isabel Rezende,Feminino,33,Assistente de vendas,Excelente,7111.64
ASS000473,João Vitor Ferreira,Masculino,28,Assistente de vendas,Insuficiente,5833.17
ASS000474,Maria Julia Machado,Feminino,26,Assistente de vendas,Regular,6327.49
ASS000475,Enzo Gabriel Duarte,Masculino,40,Assistente de vendas,Insuficiente,7154.44
ASS000476,Maitê da Cruz,Feminino,28,Assistente de vendas,Regular,6739.53
ASS000477,Gabriel Sampaio,Masculino,46,Assistente de vendas,Regular,7334.2
ASS000478,Luara Cavalcante,Feminino,18,Assistente de vendas,Bom,8169.71
ASS000479,Sara Cavalcanti,Feminino,18,Assistente de vendas,Regular,7112.62
ASS000480,Diego Rodrigues,Masculino,39,Assistente de vendas,Excelente,7503.51
ASS000481,Maria Luiza Pereira,Feminino,25,Assistente de vendas,Excelente,8688.74
ASS000482,Stephany da Cruz,Feminino,24,Assistente de vendas,Excelente,6752.71
ASS000483,Theodoro Araújo,Masculino,19,Assistente de vendas,Insuficiente,5870.33
ASS000484,Maria Vasconcelos,Feminino,30,Assistente de vendas,Regular,7017.4
ASS000485,Evelyn Dias,Feminino,29,Assistente de vendas,Insuficiente,6127.1
ASS000486,Aurora Brito,Feminino,37,Assistente de vendas,Bom,7462.01
ASS000487,Vitor Silveira,Masculino,38,Assistente de vendas,Regular,7642.85
ASS000488,Ian Moraes,Masculino,36,Assistente de vendas,Excelente,8985.65
ASS000489,Nicole Albuquerque,Feminino,42,Assistente de vendas,Bom,7805.16
ASS000490,Heloisa Almeida,Feminino,18,Assistente de vendas,Bom,6483.95
ASS000491,Oliver Correia,Masculino,42,Assistente de vendas,Regular,6486.5
ASS000492,Anna Liz Vargas,Feminino,18,Assistente de vendas,Excelente,6151.12
ASS000493,Luiz Gustavo Araújo,Masculino,29,Assistente de vendas,Insuficiente,7930.48
ASS000494,Carlos Eduardo Gonçalves,Masculino,25,Assistente de vendas,Regular,7549.16
ASS000495,Yan Fogaça,Masculino,45,Assistente de vendas,Excelente,7604.77
ASS000496,Pedro Henrique da Luz,Masculino,36,Assistente de vendas,Bom,7881.58
ASS000497,Vitória Sampaio,Feminino,30,Assistente de vendas,Regular,7573.98
ASS000498,Vitor Gabriel Rocha,Masculino,26,Assistente de vendas,Bom,7451.69
ASS000499,Zoe Marques,Feminino,27,Assistente de vendas,Excelente,6168.41
ASS000500,Giovanna Novaes,Feminino,22,Assistente de vendas,Insuficiente,6177.52
ASS000501,Julia Aragão,Feminino,34,Assistente de vendas,Insuficiente,6283.02
ASS000502,Raul Nogueira,Masculino,27,Assistente de vendas,Bom,7773.17
ASS000503,Danilo Cavalcante,Masculino,50,Assistente de vendas,Bom,7318.83
ASS000504,Giovanna Leão,Feminino,18,Assistente de vendas,Bom,5600.64
ASS000505,Clarice Costela,Feminino,22,Assistente de vendas,Regular,7783.06
ASS000506,Ravi Lucca Rocha,Masculino,54,Assistente de vendas,Excelente,9683.09
ASS000507,Carolina da Paz,Feminino,26,Assistente de vendas,Bom,6068.51
ASS000508,Manuella Pereira,Feminino,18,Assistente de vendas,Bom,7198.72
ASS000509,Heloísa Andrade,Feminino,32,Assistente de vendas,Bom,5716.71
ASS000510,Eloah Campos,Feminino,25,Assistente de vendas,Insuficiente,6052.09
ASS000511,Maria Clara Nunes,Feminino,22,Assistente de vendas,Bom,8370.97
ASS000512,João Lucas Cassiano,Masculino,26,Assistente de vendas,Excelente,6915.55
ASS000513,Anna Liz Jesus,Feminino,58,Assistente de vendas,Insuficiente,5459.83
ASS000514,Valentina Lima,Feminino,27,Assistente de vendas,Excelente,8318.82
ASS000515,Luigi Montenegro,Masculino,18,Assistente de vendas,Insuficiente,6268.58
ASS000516,Alexandre Pinto,Masculino,52,Assistente de vendas,Insuficiente,7758.5
ASS000517,Thiago Garcia,Masculino,43,Assistente de vendas,Regular,6744.69
ASS000518,Pietra Pastor,Feminino,22,Assistente de vendas,Insuficiente,7771.3
ASS000519,Helena Rocha,Feminino,21,Assistente de vendas,Insuficiente,5614.91
ASS000520,Luigi Sampaio,Masculino,44,Assistente de vendas,Excelente,7532.73
ASS000521,Stella Santos,Feminino,28,Assistente de vendas,Excelente,6939.78
ASS000522,Isaque Martins,Masculino,18,Assistente de vendas,Bom,8364.61
ASS000523,Mirella da Cunha,Feminino,48,Assistente de vendas,Regular,5998.8
ASS000524,Ester Moreira,Feminino,26,Assistente de vendas,Insuficiente,5211.28
ASS000525,Alexia Barros,Feminino,45,Assistente de vendas,Regular,6507.54
ASS000526,Vitor Moraes,Masculino,50,Assistente de vendas,Bom,7795.61
ASS000527,Daniel Câmara,Masculino,27,Assistente de vendas,Regular,8020.84
ASS000528,Benjamim Oliveira,Masculino,47,Assistente de vendas,Insuficiente,7943.62
ASS000529,Luan Azevedo,Masculino,30,Assistente de vendas,Excelente,7624.67
ASS000530,Julia da Paz,Feminino,18,Assistente de vendas,Regular,7728.25
ASS000531,Maria Novaes,Feminino,26,Assistente de vendas,Insuficiente,5385.86
ASS000532,Melissa da Rosa,Feminino,34,Assistente de vendas,Bom,7081.34
ASS000533,Mirella da Rosa,Feminino,25,Assistente de vendas,Insuficiente,7648.78
ASS000534,Ana Liz Pastor,Feminino,27,Assistente de vendas,Regular,5390.73
ASS000535,Maria Alice Rezende,Feminino,41,Assistente de vendas,Insuficiente,5967.66
ASS000536,Maria Laura Aparecida,Feminino,31,Assistente de vendas,Insuficiente,5822.81
ASS000537,Evelyn Cunha,Feminino,22,Assistente de vendas,Regular,7397.02
ASS000538,Arthur Gabriel Fogaça,Masculino,44,Assistente de vendas,Regular,7789.97
ASS000539,Calebe Borges,Masculino,39,Assistente de vendas,Bom,8531.94
ASS000540,Isaque Fogaça,Masculino,18,Assistente de vendas,Insuficiente,6610.48
ASS000541,Natália Sales,Feminino,34,Assistente de vendas,Excelente,7599.6
ASS000542,Ana Sophia Rios,Feminino,34,Assistente de vendas,Regular,7431.03
ASS000543,Benjamim da Rocha,Masculino,37,Assistente de vendas,Insuficiente,6730.68
ASS000544,Eduarda Cirino,Feminino,39,Assistente de vendas,Excelente,7258.35
ASS000545,Maria Fernanda Dias,Feminino,23,Assistente de vendas,Excelente,6980.07
ASS000546,Ravi Lucca Garcia,Masculino,40,Assistente de vendas,Insuficiente,6002.17
ASS000547,Bruno Andrade,Masculino,21,Assistente de vendas,Insuficiente,8380.09
ASS000548,Letícia da Paz,Feminino,34,Assistente de vendas,Insuficiente,7338.47
ASS000549,Gabriel Rezende,Masculino,57,Assistente de vendas,Excelente,6633.38
ASS000550,Julia Leão,Feminino,20,Assistente de vendas,Insuficiente,6992.75
ASS000551,Ian Barros,Masculino,29,Assistente de vendas,Regular,8787.73
ASS000552,Alícia da Paz,Feminino,23,Assistente de vendas,Excelente,6922.9
ASS000553,Julia Albuquerque,Feminino,31,Assistente de vendas,Regular,8099.97
ASS000554,Sara Barbosa,Feminino,19,Assistente de vendas,Regular,7641.91
ASS000555,Jade Farias,Feminino,34,Assistente de vendas,Insuficiente,7356.58
ASS000556,Luiz Felipe Gonçalves,Masculino,45,Assistente de vendas,Regular,7992.95
ASS000557,Dom Lima,Masculino,42,Assistente de vendas,Insuficiente,7151.34
ASS000558,Caleb Araújo,Masculino,19,Assistente de vendas,Excelente,9598.24
ASS000559,Ana Cecília Marques,Feminino,40,Assistente de vendas,Regular,5649.68
ASS000560,Isabela Castro,Feminino,39,Assistente de vendas,Insuficiente,5295.16
ASS000561,Ester Lima,Feminino,38,Assistente de vendas,Bom,7236.39
ASS000562,Davi Miguel Correia,Masculino,41,Assistente de vendas,Insuficiente,6019.24
ASS000563,Guilherme Câmara,Masculino,39,Assistente de vendas,Bom,7521.06
ASS000564,Benjamin Rocha,Masculino,47,Assistente de vendas,Insuficiente,6773.94
ASS000565,Samuel Cavalcante,Masculino,56,Assistente de vendas,Bom,6997.46
ASS000566,Ana Liz Leão,Feminino,20,Assistente de vendas,Regular,7783.91
ASS000567,Oliver Peixoto,Masculino,48,Assistente de vendas,Bom,7997.44
ASS000568,Rafael Carvalho,Masculino,36,Assistente de vendas,Regular,8370.74
ASS000569,Lívia Aragão,Feminino,29,Assistente de vendas,Regular,7868.19
ASS000570,Bernardo da Mota,Masculino,22,Assistente de vendas,Insuficiente,6445.65
ASS000571,Gustavo Alves,Masculino,34,Assistente de vendas,Regular,7711.02
ASS000572,Juliana Azevedo,Feminino,20,Assistente de vendas,Excelente,6566.0
ASS000573,Pedro Miguel Dias,Masculino,32,Assistente de vendas,Bom,7973.08
ASS000574,Heloisa Oliveira,Feminino,19,Assistente de vendas,Insuficiente,7621.88
ASS000575,Isabela Sousa,Feminino,26,Assistente de vendas,Regular,5755.88
ASS000576,Maria Borges,Feminino,26,Assistente de vendas,Bom,6162.55
ASS000577,Erick Moura,Masculino,38,Assistente de vendas,Bom,6691.64
ASS000578,Maria Liz Almeida,Feminino,18,Assistente de vendas,Excelente,6342.31
ASS000579,Rodrigo Garcia,Masculino,23,Assistente de vendas,Bom,8648.64
ASS000580,Bernardo Machado,Masculino,41,Assistente de vendas,Insuficiente,7582.78
ASS000581,Antony da Cruz,Masculino,29,Assistente de vendas,Insuficiente,7960.08
ASS000582,Laura Borges,Feminino,41,Assistente de vendas,Regular,6086.44
ASS000583,Thales Gonçalves,Masculino,39,Assistente de vendas,Regular,7048.4
ASS000584,João Guilherme Caldeira,Masculino,43,Assistente de vendas,Insuficiente,8055.31
ASS000585,Daniela Albuquerque,Feminino,44,Assistente de vendas,Bom,6993.74
ASS000586,Dante Novais,Masculino,34,Assistente de vendas,Bom,6829.78
ASS000587,Théo Ramos,Masculino,31,Assistente de vendas,Excelente,8338.76
